SubRecipientCode,Year,Efficiency_score,State,Region,Effectiveness_score,combined_score
5R06-50318,2021,0.8571428572133514,WI,East North Central,0.8571428575121165,0.8571428576138634
5R06-50318,2022,1.0,WI,East North Central,1.0,1.0
5R06-50319,2018,1.0,WI,East North Central,1.0,1.0
5R06-50319,2019,1.0,WI,East North Central,1.0,1.0
5R06-50319,2020,1.0,WI,East North Central,1.0,1.0
5R06-50319,2021,1.0,WI,East North Central,0.9518338666741366,1.0
5R06-50319,2022,0.9896818639231948,WI,East North Central,0.9721813137598628,0.9914856466721002
5R06-50336,2018,1.0,WI,East North Central,1.0,1.0
5R06-50336,2019,1.0,WI,East North Central,1.0,1.0
5R06-50336,2020,0.9188173696081148,WI,East North Central,0.9188173631902172,0.9188173633332238
5R06-50336,2021,0.875000001524227,WI,East North Central,0.8750000015954834,0.8750000000172172
5R06-50336,2022,0.9808001430095452,WI,East North Central,0.9808001427724946,0.980800143947465
5R06-50350,2018,1.0,WI,East North Central,1.0,1.0
5R06-50350,2019,1.0,WI,East North Central,1.0,1.0
5R06-50350,2020,1.0,WI,East North Central,1.0,1.0
5R06-50350,2021,1.0,WI,East North Central,1.0,1.0
5R06-50350,2022,1.0,WI,East North Central,1.0,1.0
5R06-50359,2018,1.0,WI,East North Central,1.0,1.0
5R06-50359,2019,1.0,WI,East North Central,1.0,1.0
5R06-50359,2020,0.9312436339157872,WI,East North Central,0.9380675831402826,0.9380675832700696
5R06-50359,2021,1.0,WI,East North Central,1.0,1.0
5R06-50359,2022,0.881252613424362,WI,East North Central,0.8763262243859834,0.8812526134262184
5R06-50360,2018,1.0,WI,East North Central,1.0,1.0
5R06-50360,2019,1.0,WI,East North Central,0.9118375450380878,1.0
5R06-50360,2020,0.9185553819141437,WI,East North Central,0.918555391234522,0.9185553817355625
5R06-50360,2021,0.8626680666898248,WI,East North Central,0.862668066663861,0.8626680666494458
5R06-50360,2022,1.0,WI,East North Central,1.0,1.0
5R06-50366,2018,1.0,WI,East North Central,1.0,1.0
5R06-50366,2019,1.0,WI,East North Central,1.0,1.0
5R06-50366,2020,0.954133191227059,WI,East North Central,0.9627009083638028,0.9627009040065198
5R06-50366,2021,1.0,WI,East North Central,1.0,1.0
5R06-50366,2022,1.0,WI,East North Central,1.0,1.0
5R06-50375,2018,1.0,WI,East North Central,1.0,1.0
5R06-50375,2019,0.9778519920957508,WI,East North Central,0.9202485441610144,0.977851990442626
5R06-50375,2020,0.8534224562210413,WI,East North Central,0.8336500021722446,0.8534224497835443
5R06-50375,2021,1.0,WI,East North Central,1.0,1.0
5R06-50375,2022,1.0,WI,East North Central,1.0,1.0
5R06-50391,2018,1.0,WI,East North Central,1.0,1.0
5R06-50391,2019,1.0,WI,East North Central,1.0,1.0
5R06-50391,2020,1.0,WI,East North Central,1.0,1.0
5R06-50391,2021,1.0,WI,East North Central,1.0,1.0
5R06-50391,2022,1.0,WI,East North Central,1.0,1.0
5R06-50396,2018,1.0,WI,East North Central,1.0,1.0
5R06-50396,2019,1.0,WI,East North Central,1.0,1.0
5R06-50396,2020,0.8973718536193791,WI,East North Central,0.8973718536702083,0.8973718566925312
5R06-50396,2021,0.991133896369806,WI,East North Central,0.991133895105547,0.9911338886870351
5R06-50396,2022,1.0,WI,East North Central,1.0,1.0
5R06-50400,2018,1.0,WI,East North Central,1.0,1.0
5R06-50400,2019,1.0,WI,East North Central,1.0,1.0
5R06-50400,2020,1.0,WI,East North Central,1.0,1.0
5R06-50400,2021,0.9906786622579268,WI,East North Central,0.9418565314601576,0.9906786595303978
5R06-50400,2022,1.0,WI,East North Central,1.0,1.0
5R06-50401,2018,1.0,WI,East North Central,1.0,1.0
5R06-50401,2019,1.0,WI,East North Central,1.0,1.0
5R06-50401,2020,0.8274751079684877,WI,East North Central,0.7990589650289044,0.8341150655839906
5R06-50401,2021,0.8099097494256947,WI,East North Central,0.7391304350680722,0.8099097491823999
5R06-50401,2022,1.0,WI,East North Central,0.8946298569625977,1.0
5R06-50405,2018,1.0,WI,East North Central,1.0,1.0
5R06-50405,2019,1.0,WI,East North Central,1.0,1.0
5R06-50405,2020,0.9117143019057634,WI,East North Central,0.9203227200444006,0.9203227199721166
5R06-50405,2021,0.9377545934171444,WI,East North Central,0.937754594825508,0.9377545919827479
5R06-50405,2022,0.9284135386969196,WI,East North Central,0.9284135414700334,0.9284135392384981
5R06-50409,2018,1.0,WI,East North Central,1.0,1.0
5R06-50409,2019,1.0,WI,East North Central,1.0,1.0
5R06-50409,2020,1.0,WI,East North Central,1.0,1.0
5R06-50409,2021,0.9310147188240756,WI,East North Central,0.9310147191070964,0.9310147191992929
5R06-50409,2022,0.9109727440119644,WI,East North Central,0.9109727473463134,0.9109727445626232
5R06-50418,2018,1.0,WI,East North Central,1.0,1.0
5R06-50418,2019,1.0,WI,East North Central,1.0,1.0
5R06-50418,2020,0.9089124590675394,WI,East North Central,1.0,1.0
5R06-50418,2021,1.0,WI,East North Central,1.0,1.0
5R06-50418,2022,1.0,WI,East North Central,1.0,1.0
5R06-50431,2018,1.0,WI,East North Central,1.0,1.0
5R06-50431,2019,0.978509833814016,WI,East North Central,1.0,1.0
5R06-50431,2020,0.9886960354630228,WI,East North Central,1.0,1.0
5R06-50431,2021,1.0,WI,East North Central,0.9452231552174482,1.0
5R06-50431,2022,1.0,WI,East North Central,1.0,1.0
5R06-50432,2018,0.9710060938912396,WI,East North Central,0.9198782860199082,0.9710060953629988
5R06-50432,2019,1.0,WI,East North Central,1.0,1.0
5R06-50432,2020,0.8188718547088446,WI,East North Central,0.8399523474967782,0.839952347457303
5R06-50432,2021,1.0,WI,East North Central,1.0,1.0
5R06-50432,2022,1.0,WI,East North Central,1.0,1.0
5R06-50435,2018,1.0,WI,East North Central,1.0,1.0
5R06-50435,2019,1.0,WI,East North Central,1.0,1.0
5R06-50435,2020,1.0,WI,East North Central,1.0,1.0
5R06-50435,2021,1.0,WI,East North Central,1.0,1.0
5R06-50435,2022,1.0,WI,East North Central,1.0,1.0
5R06-50461,2018,0.910770547267661,WI,East North Central,1.0,1.0
5R06-50461,2019,1.0,WI,East North Central,1.0,1.0
5R06-50461,2020,0.9713938133275706,WI,East North Central,0.9713938006848286,0.9713938014739468
5R06-50461,2021,1.0,WI,East North Central,1.0,1.0
5R06-50461,2022,1.0,WI,East North Central,0.9552679282713435,1.0
5R06-50466,2018,1.0,WI,East North Central,1.0,1.0
5R06-50466,2019,1.0,WI,East North Central,1.0,1.0
5R06-50466,2020,1.0,WI,East North Central,1.0,1.0
5R06-50466,2021,1.0,WI,East North Central,1.0,1.0
5R06-50466,2022,1.0,WI,East North Central,1.0,1.0
5R06-50470,2018,1.0,WI,East North Central,1.0,1.0
5R06-50470,2019,1.0,WI,East North Central,1.0,1.0
5R06-50470,2020,0.9667556614608146,WI,East North Central,0.919837854265374,0.9667556505022351
5R06-50470,2021,0.9324712331861243,WI,East North Central,0.9208919294201467,0.9324712345798691
5R06-50470,2022,1.0,WI,East North Central,1.0,1.0
5R06-50482,2018,1.0,WI,East North Central,1.0,1.0
5R06-50482,2019,1.0,WI,East North Central,1.0,1.0
5R06-50482,2020,1.0,WI,East North Central,1.0,1.0
5R06-50482,2021,1.0,WI,East North Central,1.0,1.0
5R06-50482,2022,1.0,WI,East North Central,1.0,1.0
5R06-50490,2018,1.0,WI,East North Central,1.0,1.0
5R06-50490,2019,1.0,WI,East North Central,1.0,1.0
5R06-50490,2020,1.0,WI,East North Central,1.0,1.0
5R06-50490,2021,1.0,WI,East North Central,1.0,1.0
5R06-50490,2022,1.0,WI,East North Central,1.0,1.0
5R06-50491,2018,1.0,WI,East North Central,1.0,1.0
5R06-50491,2019,1.0,WI,East North Central,1.0,1.0
5R06-50491,2020,1.0,WI,East North Central,1.0,1.0
5R06-50491,2021,1.0,WI,East North Central,1.0,1.0
5R06-50491,2022,1.0,WI,East North Central,1.0,1.0
5R06-50500,2018,1.0,WI,East North Central,1.0,1.0
5R06-50500,2019,1.0,WI,East North Central,1.0,1.0
5R06-50500,2020,1.0,WI,East North Central,1.0,1.0
5R06-50500,2021,1.0,WI,East North Central,1.0,1.0
5R06-50500,2022,1.0,WI,East North Central,1.0,1.0
5R06-50505,2018,1.0,WI,East North Central,1.0,1.0
5R06-50505,2019,1.0,WI,East North Central,1.0,1.0
5R06-50505,2020,1.0,WI,East North Central,1.0,1.0
5R06-50505,2021,1.0,WI,East North Central,1.0,1.0
5R06-50505,2022,1.0,WI,East North Central,1.0,1.0
5R06-50506,2018,1.0,WI,East North Central,1.0,1.0
5R06-50506,2019,1.0,WI,East North Central,1.0,1.0
5R06-50506,2020,0.9613935806354164,WI,East North Central,0.9613935812951074,0.9613935816404588
5R06-50506,2021,0.8333333334525915,WI,East North Central,0.8333333334954595,0.8333333334665882
5R06-50506,2022,0.8333333333793622,WI,East North Central,0.8333333365366155,0.8333333334034526
5R06-50507,2018,0.9922341374445066,WI,East North Central,1.0,1.0
5R06-50507,2019,1.0,WI,East North Central,1.0,1.0
5R06-50507,2020,0.982280272112011,WI,East North Central,0.9822802943240442,0.982280292479877
5R06-50507,2021,1.0,WI,East North Central,1.0,1.0
5R06-50507,2022,1.0,WI,East North Central,1.0,1.0
5R06-50513,2018,1.0,WI,East North Central,1.0,1.0
5R06-50513,2019,1.0,WI,East North Central,1.0,1.0
5R06-50513,2020,1.0,WI,East North Central,1.0,1.0
5R06-50513,2021,0.8916585555856597,WI,East North Central,0.8734521472369673,0.8916585554176854
5R06-50513,2022,0.926396433433938,WI,East North Central,0.9321713881363092,0.9321713881340163
5R06-55318,2018,1.0,WI,East North Central,1.0,1.0
5R06-55318,2019,1.0,WI,East North Central,1.0,1.0
5R06-55318,2020,1.0,WI,East North Central,1.0,1.0
5R06-55318,2021,1.0,WI,East North Central,0.9185234436607776,1.0
5R06-55318,2022,0.9415052878043028,WI,East North Central,0.8610367561682726,0.9415052877246677
5R06-55319,2018,1.0,WI,East North Central,1.0,1.0
5R06-55319,2019,1.0,WI,East North Central,1.0,1.0
5R06-55319,2020,1.0,WI,East North Central,0.9844247350166548,1.0
5R06-55319,2021,1.0,WI,East North Central,1.0,1.0
5R06-55319,2022,1.0,WI,East North Central,1.0,1.0
5R06-55327,2018,1.0,WI,East North Central,1.0,1.0
5R06-55327,2019,1.0,WI,East North Central,1.0,1.0
5R06-55327,2020,1.0,WI,East North Central,1.0,1.0
5R06-55327,2021,1.0,WI,East North Central,1.0,1.0
5R06-55327,2022,1.0,WI,East North Central,1.0,1.0
6R01-60136,2018,1.0,AR,West South Central,1.0,1.0
6R01-60136,2019,1.0,AR,West South Central,1.0,1.0
6R01-60136,2020,1.0,AR,West South Central,1.0,1.0
6R01-60136,2021,1.0,AR,West South Central,1.0,1.0
6R01-60136,2022,1.0,AR,West South Central,1.0,1.0
6R01-60140,2018,1.0,AR,West South Central,1.0,1.0
6R01-60140,2019,1.0,AR,West South Central,1.0,1.0
6R01-60140,2020,0.8780488087212875,AR,West South Central,0.8780487895940071,0.8780488256894039
6R01-60140,2021,0.9230769367102604,AR,West South Central,0.9230769534809842,0.9230769400516238
6R01-60140,2022,0.8925620223412072,AR,West South Central,0.892561999612693,0.892562011291574
6R01-60161,2018,1.0,AR,West South Central,1.0,1.0
6R01-60161,2019,1.0,AR,West South Central,1.0,1.0
6R01-60161,2020,0.8564072576839291,AR,West South Central,0.8564072579433611,0.8564072573498662
6R01-60161,2021,0.8125000000472817,AR,West South Central,0.8125000000426703,0.8125000000330369
6R01-60161,2022,1.0,AR,West South Central,1.0,1.0
6R01-60189,2018,1.0,AR,West South Central,1.0,1.0
6R01-60189,2019,1.0,AR,West South Central,1.0,1.0
6R01-60189,2020,0.9060309274007896,AR,West South Central,0.9060309273975296,0.9060309273943231
6R01-60189,2021,0.9193548487069252,AR,West South Central,0.9193548416106448,0.9193548474993479
6R01-60189,2022,0.9500000020760077,AR,West South Central,0.9500000041247072,0.9500000009818739
6R01-60204,2018,1.0,AR,West South Central,1.0,1.0
6R01-60204,2019,1.0,AR,West South Central,1.0,1.0
6R01-60204,2020,1.0,AR,West South Central,1.0,1.0
6R01-60204,2021,1.0,AR,West South Central,1.0,1.0
6R01-60204,2022,1.0,AR,West South Central,1.0,1.0
6R01-60246,2018,1.0,AR,West South Central,1.0,1.0
6R01-60246,2019,0.970311165999701,AR,West South Central,0.9688189281326286,0.9703111670840604
6R01-60246,2020,0.9276437065508192,AR,West South Central,0.92764368943574,0.927643695878537
6R01-60246,2021,0.8552672126080094,AR,West South Central,0.8552672147746361,0.8552672352933145
6R01-60246,2022,1.0,AR,West South Central,1.0,1.0
6R01-60250,2018,0.9345015812071872,AR,West South Central,0.8769142237248906,0.9345015793381586
6R01-60250,2019,1.0,AR,West South Central,1.0,1.0
6R01-60250,2020,0.720883411769665,AR,West South Central,0.8444750365004176,0.8444750325358679
6R01-60250,2021,1.0,AR,West South Central,1.0,1.0
6R01-60250,2022,1.0,AR,West South Central,1.0,1.0
6R01-60257,2018,1.0,AR,West South Central,1.0,1.0
6R01-60257,2019,1.0,AR,West South Central,1.0,1.0
6R01-60257,2020,1.0,AR,West South Central,1.0,1.0
6R01-60257,2021,0.4814814815762812,AR,West South Central,0.8384225094085452,0.8384225123063962
6R01-60257,2022,1.0,AR,West South Central,1.0,1.0
6R02-60135,2018,1.0,LA,West South Central,1.0,1.0
6R02-60135,2019,1.0,LA,West South Central,1.0,1.0
6R02-60135,2020,0.928571428867062,LA,West South Central,0.9285714286810852,0.9285714291297525
6R02-60135,2021,1.0,LA,West South Central,1.0,1.0
6R02-60135,2022,1.0,LA,West South Central,1.0,1.0
6R02-60154,2018,1.0,LA,West South Central,0.9950202591736502,1.0
6R02-60154,2019,1.0,LA,West South Central,1.0,1.0
6R02-60154,2020,1.0,LA,West South Central,1.0,1.0
6R02-60154,2021,1.0,LA,West South Central,1.0,1.0
6R02-60154,2022,1.0,LA,West South Central,1.0,1.0
6R02-60163,2018,1.0,LA,West South Central,1.0,1.0
6R02-60163,2019,1.0,LA,West South Central,1.0,1.0
6R02-60163,2020,1.0,LA,West South Central,0.9853187075450413,1.0
6R02-60163,2021,1.0,LA,West South Central,1.0,1.0
6R02-60163,2022,1.0,LA,West South Central,1.0,1.0
6R02-60164,2018,0.9577364205841558,LA,West South Central,0.922672504390455,0.9577364153582026
6R02-60164,2019,1.0,LA,West South Central,1.0,1.0
6R02-60164,2020,1.0,LA,West South Central,0.888479191224394,1.0
6R02-60164,2021,1.0,LA,West South Central,1.0,1.0
6R02-60164,2022,1.0,LA,West South Central,1.0,1.0
6R02-60168,2018,1.0,LA,West South Central,0.9991279101162186,1.0
6R02-60168,2019,1.0,LA,West South Central,1.0,1.0
6R02-60168,2020,1.0,LA,West South Central,1.0,1.0
6R02-60168,2021,1.0,LA,West South Central,1.0,1.0
6R02-60168,2022,1.0,LA,West South Central,1.0,1.0
6R02-60169,2018,1.0,LA,West South Central,1.0,1.0
6R02-60169,2019,1.0,LA,West South Central,1.0,1.0
6R02-60169,2020,0.9999470238007864,LA,West South Central,0.9999470630436628,0.9999470119682625
6R02-60169,2021,1.0,LA,West South Central,1.0,1.0
6R02-60169,2022,1.0,LA,West South Central,1.0,1.0
6R02-60180,2018,0.9459405286111804,LA,West South Central,1.0,1.0
6R02-60180,2019,1.0,LA,West South Central,1.0,1.0
6R02-60180,2020,1.0,LA,West South Central,1.0,1.0
6R02-60180,2021,1.0,LA,West South Central,1.0,1.0
6R02-60180,2022,1.0,LA,West South Central,1.0,1.0
6R02-60194,2018,1.0,LA,West South Central,1.0,1.0
6R02-60194,2019,0.9876324194694728,LA,West South Central,0.9885410301725216,0.9902897821992385
6R02-60194,2020,1.0,LA,West South Central,1.0,1.0
6R02-60194,2021,1.0,LA,West South Central,0.9992318839893496,1.0
6R02-60194,2022,1.0,LA,West South Central,1.0,1.0
6R02-60195,2018,1.0,LA,West South Central,1.0,1.0
6R02-60195,2019,1.0,LA,West South Central,1.0,1.0
6R02-60195,2020,1.0,LA,West South Central,1.0,1.0
6R02-60195,2021,1.0,LA,West South Central,1.0,1.0
6R02-60195,2022,1.0,LA,West South Central,1.0,1.0
6R02-60198,2018,1.0,LA,West South Central,1.0,1.0
6R02-60198,2019,1.0,LA,West South Central,1.0,1.0
6R02-60198,2020,1.0,LA,West South Central,1.0,1.0
6R02-60198,2021,0.9166109566751088,LA,West South Central,0.9166109624003091,0.9166109566800243
6R02-60198,2022,1.0,LA,West South Central,0.8888888892468833,1.0
6R02-60199,2018,0.941219968272414,LA,West South Central,1.0,1.0
6R02-60199,2019,1.0,LA,West South Central,1.0,1.0
6R02-60199,2020,0.9734734833367557,LA,West South Central,0.97928076803017,0.9792807678595371
6R02-60199,2021,1.0,LA,West South Central,1.0,1.0
6R02-60199,2022,1.0,LA,West South Central,1.0,1.0
6R02-60200,2018,0.9515130204698417,LA,West South Central,0.9956865280479098,0.9956865276777147
6R02-60200,2019,1.0,LA,West South Central,1.0,1.0
6R02-60200,2020,0.98057207453481,LA,West South Central,0.9805720767418112,0.9805720716642248
6R02-60200,2021,0.9736530588099396,LA,West South Central,0.9736530609460404,0.9736530494285747
6R02-60200,2022,1.0,LA,West South Central,1.0,1.0
6R02-60207,2018,0.995299456534522,LA,West South Central,0.9912265542219484,0.9952994540362688
6R02-60207,2019,1.0,LA,West South Central,1.0,1.0
6R02-60207,2020,0.9779641946515276,LA,West South Central,0.9819336223035452,0.9819336224265472
6R02-60207,2021,0.9421429710375772,LA,West South Central,0.914249639426075,0.9421429736153623
6R02-60207,2022,1.0,LA,West South Central,1.0,1.0
6R02-60209,2018,0.9388727794274774,LA,West South Central,0.9991843531267676,0.9991843803520756
6R02-60209,2019,1.0,LA,West South Central,1.0,1.0
6R02-60209,2020,1.0,LA,West South Central,1.0,1.0
6R02-60209,2021,1.0,LA,West South Central,1.0,1.0
6R02-60209,2022,1.0,LA,West South Central,1.0,1.0
6R02-60211,2018,1.0,LA,West South Central,1.0,1.0
6R02-60211,2019,1.0,LA,West South Central,1.0,1.0
6R02-60211,2020,0.9444888357267722,LA,West South Central,0.9444888357794116,0.9444888357456774
6R02-60211,2021,0.886077794627698,LA,West South Central,0.886077794676242,0.8860777947298661
6R02-60211,2022,1.0,LA,West South Central,1.0,1.0
6R02-60217,2018,1.0,LA,West South Central,1.0,1.0
6R02-60217,2019,0.9272786357643488,LA,West South Central,0.926461194383322,0.927278635631906
6R02-60217,2020,0.9166666670198008,LA,West South Central,0.9166666671208672,0.9166666671178271
6R02-60217,2021,1.0,LA,West South Central,1.0,1.0
6R02-60217,2022,1.0,LA,West South Central,1.0,1.0
6R02-60222,2018,0.959065075344396,LA,West South Central,0.9905852171822918,0.9905852211911016
6R02-60222,2019,1.0,LA,West South Central,1.0,1.0
6R02-60222,2020,1.0,LA,West South Central,1.0,1.0
6R02-60222,2021,1.0,LA,West South Central,1.0,1.0
6R02-60222,2022,0.9817472844850496,LA,West South Central,0.928571429446018,0.9817472750023657
6R02-60229,2018,1.0,LA,West South Central,1.0,1.0
6R02-60229,2019,1.0,LA,West South Central,1.0,1.0
6R02-60229,2020,1.0,LA,West South Central,1.0,1.0
6R02-60229,2021,1.0,LA,West South Central,1.0,1.0
6R02-60229,2022,1.0,LA,West South Central,0.7123508572059578,1.0
6R02-60231,2018,1.0,LA,West South Central,1.0,1.0
6R02-60231,2019,0.8794607331037716,LA,West South Central,0.8323499833843276,0.879460733772035
6R02-60231,2020,1.0,LA,West South Central,1.0,1.0
6R02-60231,2021,1.0,LA,West South Central,1.0,1.0
6R02-60231,2022,1.0,LA,West South Central,1.0,1.0
6R02-60232,2018,1.0,LA,West South Central,0.8389572135648827,1.0
6R02-60232,2019,1.0,LA,West South Central,1.0,1.0
6R02-60232,2020,1.0,LA,West South Central,1.0,1.0
6R02-60232,2021,1.0,LA,West South Central,1.0,1.0
6R02-60232,2022,1.0,LA,West South Central,1.0,1.0
6R02-60234,2018,1.0,LA,West South Central,1.0,1.0
6R02-60234,2019,1.0,LA,West South Central,1.0,1.0
6R02-60234,2020,0.9558555101453544,LA,West South Central,0.952232588161343,0.957433784246019
6R02-60234,2021,1.0,LA,West South Central,1.0,1.0
6R02-60234,2022,1.0,LA,West South Central,1.0,1.0
6R02-60235,2018,1.0,LA,West South Central,1.0,1.0
6R02-60235,2019,1.0,LA,West South Central,1.0,1.0
6R02-60235,2020,1.0,LA,West South Central,0.887776427182359,1.0
6R02-60235,2021,0.8934819369108572,LA,West South Central,0.8934819373291063,0.8934819434706375
6R02-60235,2022,0.9166698364316346,LA,West South Central,0.9166698443950172,0.9166698363651463
6R02-60247,2018,1.0,LA,West South Central,1.0,1.0
6R02-60247,2019,1.0,LA,West South Central,1.0,1.0
6R02-60247,2020,1.0,LA,West South Central,1.0,1.0
6R02-60247,2021,1.0,LA,West South Central,1.0,1.0
6R02-60247,2022,1.0,LA,West South Central,1.0,1.0
6R02-60249,2018,1.0,LA,West South Central,1.0,1.0
6R02-60249,2019,0.7803940603141044,LA,West South Central,1.0,1.0
6R02-60249,2020,0.8441852328618317,LA,West South Central,0.8751216928479124,0.8751216930999197
6R02-60249,2021,0.9796800687994012,LA,West South Central,0.9796800683933008,0.9796800707551679
6R02-60249,2022,1.0,LA,West South Central,1.0,1.0
6R02-60251,2018,0.9688251001156764,LA,West South Central,0.9916048694042888,0.9916048698447174
6R02-60251,2019,1.0,LA,West South Central,1.0,1.0
6R02-60251,2020,1.0,LA,West South Central,1.0,1.0
6R02-60251,2021,1.0,LA,West South Central,1.0,1.0
6R02-60251,2022,1.0,LA,West South Central,1.0,1.0
6R02-60261,2018,1.0,LA,West South Central,1.0,1.0
6R02-60261,2019,1.0,LA,West South Central,0.9254605553033276,1.0
6R02-60261,2020,1.0,LA,West South Central,1.0,1.0
6R02-60261,2021,1.0,LA,West South Central,1.0,1.0
6R02-60261,2022,1.0,LA,West South Central,1.0,1.0
6R02-60263,2018,1.0,LA,West South Central,1.0,1.0
6R02-60263,2019,1.0,LA,West South Central,1.0,1.0
6R02-60263,2020,1.0,LA,West South Central,1.0,1.0
6R02-60263,2021,1.0,LA,West South Central,0.8813481012667724,1.0
6R02-60263,2022,0.9907301778426209,LA,West South Central,0.9892024833314942,0.9907301776973491
6R02-66267,2018,1.0,LA,West South Central,1.0,1.0
6R02-66267,2019,1.0,LA,West South Central,1.0,1.0
6R02-66267,2020,0.9048984886247244,LA,West South Central,0.9048984886146376,0.9048984886094803
6R02-66267,2021,0.8571428574265911,LA,West South Central,0.8571428572626004,0.8571428574843789
6R02-66267,2022,0.987330801517,LA,West South Central,0.857142858872602,0.9873308020918474
6R02-66268,2018,1.0,LA,West South Central,1.0,1.0
6R02-66268,2019,1.0,LA,West South Central,1.0,1.0
6R02-66268,2020,1.0,LA,West South Central,1.0,1.0
6R02-66268,2021,0.9217543307828006,LA,West South Central,0.921754329800846,0.921754321113951
6R02-66268,2022,1.0,LA,West South Central,1.0,1.0
6R02-66273,2018,1.0,LA,West South Central,1.0,1.0
6R02-66273,2019,1.0,LA,West South Central,1.0,1.0
6R02-66273,2020,0.9261863199671504,LA,West South Central,0.895298974082008,0.9261863199712523
6R02-66273,2021,0.9356683266664,LA,West South Central,0.9356683269638908,0.9356683269750352
6R02-66273,2022,0.7500000014813223,LA,West South Central,0.7500000026481544,0.7500000000274837
6R02-66282,2018,1.0,LA,West South Central,1.0,1.0
6R02-66282,2019,0.9594315986100914,LA,West South Central,1.0,1.0
6R02-66282,2020,0.9891350694079036,LA,West South Central,0.9544807365888536,0.9891350655983392
6R02-66282,2021,1.0,LA,West South Central,1.0,1.0
6R02-66282,2022,1.0,LA,West South Central,1.0,1.0
6R03-60148,2018,1.0,NM,Mountain,1.0,1.0
6R03-60148,2019,1.0,NM,Mountain,1.0,1.0
6R03-60148,2020,0.897946615525496,NM,Mountain,0.8979466148353179,0.8979466149432467
6R03-60148,2021,0.8523162209666688,NM,Mountain,0.8523162211881041,0.8523162212076627
6R03-60148,2022,0.9154792780750572,NM,Mountain,0.9154792808105052,0.9154792781413883
6R03-60151,2018,1.0,NM,Mountain,1.0,1.0
6R03-60151,2019,1.0,NM,Mountain,1.0,1.0
6R03-60151,2020,0.9279197484298402,NM,Mountain,0.9295567370028718,0.9295567366796592
6R03-60151,2021,1.0,NM,Mountain,1.0,1.0
6R03-60151,2022,1.0,NM,Mountain,1.0,1.0
6R03-60157,2018,1.0,NM,Mountain,1.0,1.0
6R03-60157,2019,1.0,NM,Mountain,1.0,1.0
6R03-60157,2020,1.0,NM,Mountain,1.0,1.0
6R03-60157,2021,1.0,NM,Mountain,1.0,1.0
6R03-60157,2022,1.0,NM,Mountain,1.0,1.0
6R03-60167,2018,1.0,NM,Mountain,1.0,1.0
6R03-60167,2019,1.0,NM,Mountain,1.0,1.0
6R03-60167,2020,1.0,NM,Mountain,1.0,1.0
6R03-60167,2021,1.0,NM,Mountain,1.0,1.0
6R03-60167,2022,1.0,NM,Mountain,1.0,1.0
6R03-60184,2018,1.0,NM,Mountain,1.0,1.0
6R03-60184,2019,1.0,NM,Mountain,1.0,1.0
6R03-60184,2020,0.9235479451497446,NM,Mountain,0.9236506821813192,0.9236506820903183
6R03-60184,2021,1.0,NM,Mountain,1.0,1.0
6R03-60184,2022,1.0,NM,Mountain,1.0,1.0
6R03-60190,2018,1.0,NM,Mountain,1.0,1.0
6R03-60190,2019,1.0,NM,Mountain,1.0,1.0
6R03-60190,2020,1.0,NM,Mountain,1.0,1.0
6R03-60190,2021,0.9982492472770368,NM,Mountain,0.9982492609484104,0.9982492558137053
6R03-60190,2022,0.9723786884488296,NM,Mountain,0.9723786877157604,0.9723787016755477
6R03-60215,2018,1.0,NM,Mountain,1.0,1.0
6R03-60215,2019,1.0,NM,Mountain,1.0,1.0
6R03-60215,2020,0.9583761976755888,NM,Mountain,0.9583762139988116,0.958376198485129
6R03-60215,2021,0.8835481285898327,NM,Mountain,0.8835481310697338,0.8835481331627586
6R03-60215,2022,1.0,NM,Mountain,1.0,1.0
6R03-60224,2018,1.0,NM,Mountain,1.0,1.0
6R03-60224,2019,1.0,NM,Mountain,1.0,1.0
6R03-60224,2020,1.0,NM,Mountain,1.0,1.0
6R03-60224,2021,1.0,NM,Mountain,1.0,1.0
6R03-60224,2022,1.0,NM,Mountain,1.0,1.0
6R03-60225,2018,1.0,NM,Mountain,0.9246793839164223,1.0
6R03-60225,2019,1.0,NM,Mountain,1.0,1.0
6R03-60225,2020,1.0,NM,Mountain,1.0,1.0
6R03-60225,2021,0.9743732036724436,NM,Mountain,0.9743732085698056,0.974373216582472
6R03-60225,2022,0.997889225937044,NM,Mountain,0.9978892269833703,0.9978892280609659
6R03-60236,2018,1.0,NM,Mountain,1.0,1.0
6R03-60236,2019,1.0,NM,Mountain,1.0,1.0
6R03-60236,2020,0.9587561604016444,NM,Mountain,0.9587561630246488,0.9587561657160658
6R03-60236,2021,0.9732199190922248,NM,Mountain,0.9732199186543876,0.9732199196674308
6R03-60236,2022,1.0,NM,Mountain,1.0,1.0
6R03-60237,2018,1.0,NM,Mountain,1.0,1.0
6R03-60237,2019,1.0,NM,Mountain,1.0,1.0
6R03-60237,2020,1.0,NM,Mountain,1.0,1.0
6R03-60237,2021,1.0,NM,Mountain,1.0,1.0
6R03-60237,2022,1.0,NM,Mountain,1.0,1.0
6R03-60244,2018,1.0,NM,Mountain,1.0,1.0
6R03-60244,2019,0.9208375987078872,NM,Mountain,1.0,1.0
6R03-60244,2020,0.91962010977533,NM,Mountain,0.8894639321785179,0.9196201099981971
6R03-60244,2021,0.9676587838818445,NM,Mountain,0.9516963779621248,0.9676587839956327
6R03-60244,2022,1.0,NM,Mountain,1.0,1.0
6R03-60253,2018,1.0,NM,Mountain,1.0,1.0
